idMovie,idActor,characterName
34207,495,jXeVkUk41SORMFNLvfWU
51507,1343,N4YiV8bQPLWFbgiqzJED
21446,1802,5dZKzRc6JsgtUHFvcqOb
1802,1736,hwzEowUdeawXRmB2ATgI
23858,919,akE2KDpo0oAI0TJ4GBIW
76558,1754,NugEOVnYrnZfmDR7Uzli
22066,1926,M0pmDYReeOuvqYgwh9g7
52254,1336,TOHnuyCDhyCUwB28sv2g
36478,1950,8u5p0JwHnUgrxXhRjHCE
61111,1688,RC5EsgtDWRiIqmibfqCl
27343,1071,GYKmOWCbUA7DPZj3lUtM
30736,1114,V0aENjonYieFeJjKvj8P
71173,1685,xoDRyA2mhL3fKNWLdgk4
2312,1104,DkKmiln8KpxbvOWJJW9C
26794,498,nbpsPiVeXaoUpjbm65nF
49321,281,aR1dbjJ2rhpY7h5SviGI
75548,1353,Lo4LUYkMDvnNEQvWmlhv
50314,609,Q0RdSMsmSB5EOz72Ufse
35092,1421,p8skgtO5KNtnI1s7z45h
13943,1664,QRv47NEAP1wOu4PapD0f
51138,1050,eAyVbytckDZ1Uu6Ml5B1
76957,925,edfYweLc93Tg241l9hLy
55044,1920,r07lk0iUcCpvgBwTkAeM
19175,1664,a6eqrXXGVTq9nxslwFx8
28221,860,BgmgkNbtlIQJ6XOKSuQz
83869,909,LxnX5TmpYhVqkuqBSy8m
1276,303,Uu3rrO5UE8pyQxrEZhOG
18453,1902,C0v4SDHNaTeSyVK5XxV5
94167,1766,CEvmvjnJOPc9IrVfFBYr
75953,316,sz6lMXHGb7RevZUU7y6y
47897,352,AapnaDWu1Btc3Tm0QMI8
6982,1252,4ajeB02vdVx6efrC7ZuI
37571,1128,qun3bCxOJ8qTTjnMI5UD
15760,1171,J8zihXQ8BCbbCwMElklS
56391,1934,3VxBZ5CEiDS87UMKPGtf
14186,549,BBm9mUwBIslxE7CI7Spa
77798,1110,ZtjPdiJVb9nJxbksOSGJ
49662,726,wbpqvBPAPcMn3P2STfTv
35181,1147,5htgZx8WJCt4Qe6BxO77
89601,1646,YYSP7cr4d8sQbIUTGkKY
47822,1947,z9AY9hxEv2Wncj8nM1H6
2411,600,EIE7uj85cyqyufzNtgB9
33983,377,d1v2vt3vyeZW2Vh1ju9C
53883,280,AzhwORUlNWByuqQngXLz
38792,1353,0kdPxA3vsqTbnBbNmsdn
56489,1686,OX8fFrYTeM6QB3uBLaME
35305,1550,tNqEm9X3hakNdhyZ2eQk
18660,1582,HcfSxORWjDLF9MhdBldS
365,1264,6os5NcHnYAUfKkgT0Sqb
31394,1117,xT7YtiUQ7mPW8u7XxeJX
23931,817,T45ZQiX5CLf8B4ILkxht
5973,1452,62EbGuI560uahwE8L5IN
87871,1043,HlD9EJh28I6MruEXfGIV
83762,1018,fcttHT2aT1Hb541gyTjP
94749,614,Kn7Ys5GWjlmWKIvqIivE
1364,1984,34gLJ07tttokoHDyFrBU
97308,1159,mKwcZCCGp3PiISWBwBzi
46979,1936,rgmsGtTMSwgY4najt3Ho
98864,256,E65EAxMrHNsa0Lf1YrLJ
95843,1073,VBKUozKefKuZovqs1C95
91366,1084,pD7KrZXI2NbzGYADmNTw
35648,850,njc8wbSsrkqOc6aJEzWa
21776,1058,14qo0wXT4OTNAus4rVL6
55515,1923,uASGCll71B7gSFqSK4uK
90945,1903,b051tRbkZc6gb6odTSFl
79039,1159,bFCx3jP1bAeO1M1ZVhoC
46523,1960,LCLsRfwb50tZECRi7WKu
95184,1713,2PlqvHWS1UwFop1v0OBm
89441,1269,8ikvnvTZymnjwjBr2ZyP
51906,103,mB8JDR6monzdUu58BudZ
67880,1974,CO88DsUdfpBhd8GUsq4L
49238,120,qTZSYHm27QKRVtSPjijX
42115,1070,OI6PkCwvdpvNTe6cIwXL
8210,599,AisGSNd58tbLkvk09AWt
54293,426,uq6aKOr63kV7y9x3j9E8
13980,277,GQmAVzP3jBHQ2hgdLAgk
56,1089,sSlNGqLZAtBPvKZKoDhh
80558,749,WiXbe0Z9KclnoXbOyAYv
57407,1111,HwVrQO3KVLhZ4XKD0UUw
64748,763,bBivbFTZKUsKLjxiVEMU
56763,1848,6FbEnpMiCwf8NBW13dVV
87767,989,Y5IikSgReseVK5ZDR8Vf
64771,567,48L53JFOyB5jgput9Z8u
54195,532,DGvkNCoSYGDxzDhu82Rr
75262,60,6z7N4kMyDC5QqgSMJbw3
51135,524,HfFewmswJTko62yg9v1d
55240,1606,kLXoUUb6uY7tLQFNDvJZ
56643,1898,SeDoNrXYXrw4FO9bFMrb
38874,1233,jRFLVMhJJ5esA4WXNloK
48731,1968,OdPo4H7GjUJydIJa0ELR
51361,1631,RI4fG3v3cfAdWzCaxLFC
83650,904,2T1zJsAnkRc7MpIfTTok
94627,1612,gcfJsrRZBUqmH7ug9xEs
80272,1061,d08NJJfyvI6srr1pIwwE
56347,1647,95vgssPJcmuVI1vT3RvX
14938,1515,1lhY4hZPLytlIbbS2Vu4
8746,725,dHAY56HB0EskDdrAaz0c
58555,454,B8KhRISnXJoJkdrIpZ1D
92273,824,OMvw4JM1jERfBoPbzks1
82299,1861,UwJAf45NVICDDrYS5AXR
73217,714,3dUtSmH0CvVPw52t4iiR
91287,1572,yLX3dozsrmsRaLFXEmMB
58258,894,zO4HeMuUAyNsn4rfye5E
42635,879,TsurtkBwst4SfckOxcvg
37758,116,vnMDgKcLd43dQYsRs1ah
29078,87,8Z4PTQMu57TLkSQh9WYa
23817,66,y3aDI9zP01egjhyzmwo0
44967,465,6e5tIi1sMLCLiSEMEazu
10517,1032,ou8e3YxkGbUauuL8lEGU
67487,89,D2cHiqC18H9CN8qeUe7x
21843,618,QoNBeBbnn1rMpxxEjoZL
78034,486,uNiipnG4BrDY7etJaB7G
45821,949,yOZfdtNDAvmTPBQbEorU
55580,87,6AekIe5AJbJk5syzJ8PD
4960,1684,JDhlHnzimjdXNJuPHln7
28480,1646,1418Ar6B43ess7KI2NRo
17572,432,tXWaejiiSQZslpsW3gSQ
87405,734,hNBJdGlZi6cKBYTOomZT
8036,1384,dLizgEpyxDA6nsBe9pjT
9261,65,dcLSqQ12WODWO4DF0PYr
72430,168,BrMfpe2HnW8OfhnZyFPb
8970,977,ST4ap8o3P3sDoOGPZLy0
69971,758,TPLkKJ94EBd5tp71pP46
24963,1406,pqnqXQW0L2fDhxAGEeHt
89669,331,PJZNZnmo3he03xCVi8gA
18876,1134,2zael6wzfIK8KHHVDRvD
78361,1868,r8erDxPYW4FpyMVn0CUt
56255,1805,S10eJlLONdcOBwS3aL25
78468,774,lCTvSKAHsKrZn1YA41I3
25352,1065,kRM8ZeSD3R41Yj75mI92
65927,1476,C2jziVoShEO043KA6DF5
66328,176,QFrtMtkGiKGIbTsfGqKH
4657,877,6OFOYfVsOcRBIZvAoP9T
4567,1132,WptFnDgUn3CH2SO19a1u
96049,1290,ZSnDVH6lihiq88Utw3mp
10781,1376,uIYVQEvPgufI3vn8gcY8
56262,1668,AoGBb3xNbl8FpENy2uzU
69850,742,wkwpjPlozVSUnQB7jssU
9348,1654,7lBGcOGDHu5a9d7x2j3j
42996,442,Xvk3ud7IRSgD7cx5lgHQ
27347,1065,G0BgLqZzk4zd2MeCzzyc
83365,1888,ZdOdAjir5AYCz4Fw6S2J
74452,1921,2Em0N0dfGuZCMgzXCGtI
56684,1398,zDuK9t56J9WiwpyS0GG4
10292,818,MNYKfDHKoPcriQ06Rl70
50825,1654,cskyqUM6gQ4HNBzc1ZT0
12054,1349,SQj7MTz1m8Pv0esF811Q
98152,72,hpnJHSjGL1cdwbPIgIVl
394,1791,rrRmmQZXOlaTa10iLlMG
22723,1783,cyoCB12vRTWB4cI391pi
3171,1940,3S7SF2Z46KlhqO63eg6Y
71596,1142,TIdARUBRPfIVJIe7iiSP
81545,1434,w9lZAwyXlQDKF8YnojfM
66544,1558,qnCVPPc1HW5MD1rX9S0v
1471,1825,J2zvJWnC7D1hN6aEKzmo
35126,171,FJ2g01CbsIUNpVU0EVV1
17224,1613,nM2OVIOJ1mueRcY6Bj0O
48543,562,tf7NvRvjo2PSExLWyxug
93742,1994,AfXAG7jJk8euCgq1gkI7
57474,754,oBcv0i2iR67vTPy4hEpI
92818,884,9zdrGi3TzqMV2L4b1tn1
3281,818,L1Wdpx7VWrySWpZukAhy
83753,907,rrsKbwViCrcjkWeSxgp3
27301,117,e2QberNrPSdYRbNBckX0
95661,1416,BQavbbTk9MhzCn7tLUpF
3964,563,P9ja0ZJz6vwvqFNNpGQj
72856,1227,JH3rtqlSEZt7VlSTFyHD
96272,492,mZGn38gkgjCjSQznOb9u
3277,1199,YvWlaU7F9TzraTCpgvAv
47875,1516,Y1fn8MAj4J406mMoLRtp
3078,1100,RUSpOSD5ZzSxyqBNhELS
37633,1614,FStAd8YeyIKjmV0zOiD7
67661,1585,oY4BIPofr1Oj3EdmjpHW
85194,998,jMqlrEctfYNA4YL8q2Wv
51009,1603,uqTbF0ecFNCxnmSbFznn
46715,1781,FIK602L1UBQ5K704jOia
17495,1057,qe4KYKJtKIZyfg79d8r1
59849,1421,a9Ug23hqKo3qmI1ThK44
71539,268,wcOXu93LKGWV3GtZW8mT
65880,926,g66UAXiJ97KZqZhFUY40
65341,572,9iYuFXmsJgrIre50mKA0
91601,1350,mZbkbGKNa1PhUU4I8tuO
79718,1867,5sdbHRO3u7V5b0rygIiu
87378,877,0VkuXpVfRCNOXkjohsPQ
74509,1168,JNKgRMauR1YZaryLGwrO
84167,1878,Xb49CVphx5lNq8oSr5f5
71270,1617,4C5yfajWTs0qwBEeTnbW
9890,1109,xfm9R40ZXOGxNDck2Oil
56308,259,czDGZ6B9l241YHdQc9Ws
65404,1330,hVwhuV1ue0MTuCJI4hZV
74266,441,vQy2fgVqjMRWOsK98YPV
41016,413,BuwGfOcN41xyAmVA9zqV
66963,179,yiWM7cY5VD12dwTrvUmI
44166,523,vY2jR3g1jdDgcvYbo4pO
34883,449,ccpDtEgnnud3QyYmDu5g
19773,1839,FQuO72IMZuhBaqPYb2Tr
42005,1532,5KfvfbyJyvn3zDUU6AOH
95502,848,Vfnd2e9KCUQvcS4NrDSo
68368,635,oGwr8DWQzk6f9gwgcRVK
81813,1734,i2BkK8aVDyES5auF0rnh
37087,572,aFFJzzpEDSqL8AjeTJQg
28990,1000,Xg5PW75hovPpAZqvhmcD
66705,659,0VXze12w99xDLUwkPj3U
81893,1583,ElcZJ7mowoyUz1wuKsDr
63136,1701,H8yxcIjY3rZEC0VRzjWL
51809,749,u2XHJTPJ1dgeLZlPg167
89821,442,OiGIAlPOjpDUjzqcEGDq
81426,973,xEgq0UPfl8Ljipytvv77
96115,1939,rumFDIYsvuwIB5F5NBFb
39585,1046,tss0odwhHsKCNHSnpnvv
96958,1516,hUxdIPSwonZECDzLBTTA
76129,730,HgE045wvjb7oSNILLquB
34293,556,sts1yvj8spRLfrXMf8Lo
93745,889,EpAsSve6MIedL27rHRpw
58123,1126,OXFthprbvAqPPS3iRya6
99828,408,3sBRrCFmRZyR1dszN7sy
58049,1886,A2K9YoiDtsr8R07UnXeH
83770,82,eUtWUjpqYDG9uB66GHxc
24377,356,6Yk1SrbgGXoZAdykduRO
80130,721,05dD7L180o1MeW11Dgbz
12161,1993,6DQ7ZW1YxWSYUEzKkpR8
40116,857,6afyS9xn9IfVL4YdQHRi
24125,129,qAxKpWY7tXUWkvlz9pkF
84970,1262,Rv9JvvT8AgViFvk8CiRr
69063,704,vzFplmseiGAgP3oL5WTd
8852,885,rkE0OSyt0ibbsbylxtMe
83036,1848,Okgm4gtw1b9dRfXd0ove
47492,921,PtmxEMfNHQh8bOXdxeSd
52560,664,9TpLKoD1qjUeIhALMNuk
91279,1894,E8mOPMXqvYejsDnsC4Bk
16048,1692,GU2Kq7IaahWckT8goz7C
22341,924,SUPIhbIJ9Msly4l4qRFV
9281,1214,WeTIhu8uhmav183wHdbJ
77600,1640,t1XBo799YQ71kAfCyNWN
30193,973,W3lrBDVwpSOgvQqIcguz
67365,355,jj4LFT18Un9Y1cZooePJ
17930,679,XvgVoGVywJawbcuE7fxr
6198,1482,9sRq5XBE61eiZfuz5qPT
57534,352,wehuG6veom1HLZ9nqDBm
18490,837,cgkQpxr30iQKOZuU7fi6
60734,1204,nNxj1WoSyYm97OSZUB5l
27761,1230,F0fJppU6Vk2nWSY2IMrB
92476,1740,tsZUItn8fsGg452ldKV5
63782,1816,2NHrXy3y3fQ8yc7hbU2m
73088,1186,yGnXQMpHB4IgzJkVkrQ9
68865,1857,9RUsODiU8NMYfsG20wgc
19349,301,O2ZfSs68clDRPbg40rmp
55888,962,o8oVbk4ECNNy4IWWQxyZ
32141,1391,yKT815BQN7A6GTjzlEbc
62620,363,gZIuJVsM5LyNUynmsEuc
27116,481,AOAZlHlCCPAQJdReqvf5
7278,1569,8vfgDEeMdPrpwqq9krho
54182,1450,KLBUdrpcB9VKuUrjRss7
77968,1439,8PO2kDIUh8pdriN4MJHo
92537,604,4VRQWsW9wobqIEqYFCfP
60217,865,3btwCR3Au5NgfTZ7EXv4
68054,1165,TUBdtDqcBan1crmXHSJW
53470,341,ReiojozhJhYrNG4mgWFN
65440,1377,up2C3LepuwmNucWatRa8
60491,282,WJqeZvqfPrZrbBNIwwBm
21204,224,W04mPsp4evp8oYGYErtD
96456,1900,BGL8aJlDVfPglfjxCsDN
94805,172,LwjKoJSfmKWQH8mIC8pI
74204,1386,pz6f48LTotcjt2jdSdh9
14632,1224,uM5qcVY5HsbPBWkI7O9Y
54409,641,MZRNTI9u8UanW7NgjuEM
32617,332,pSVzwjQMH3cNnI6z4mT8
56033,415,GhpbAHK2D3KoYlBirTck
11293,81,bTTjRQQxpdjoJYQt1vpp
87265,741,url6hbnRd8ml0pbvbcUE
58479,820,MAc3hiGhiqShHcH6niFD
76330,1281,sywZAg4kON5vFl4VlnRC
59711,198,DyixuDTIdKxaMu0fbyvg
74063,285,AYRFrWK5KBMCSU7Zo2S5
76312,391,8awmLWgBJNYPf3wEkG5Z
30129,381,UeJMZyLDECscO6rZni4V
34418,1509,zdzXGB0mourMJs79hYae
78659,33,VIRYafSWuVjvFcxTbAzW
13686,1035,2Fm4Nse59GVwMpoIMZnS
59825,1580,0uHTqObIsCP4AOmCpmHE
43033,821,WoRcWKjZDAZbuuX2Fzkb
28803,1352,KeG1fe6wEy1AOwLUMl2Q
94305,1047,6ppuWHre9af5pzMlopOe
23819,152,a1Z8DUY97oUXxp9tWarp
2171,650,cFb7lgSwtpwQw3MqpDug
47852,1903,mJjaa0Znf0ZkiW660Wo3
81386,1283,2m3erbhFm5tCBjPzX9rp
48445,518,eNwe8uTVVVkfh87oVyQA
33780,626,9o26tTD3GEJA2T3U20lB
13714,1810,xJnDVgHn4FiDlZ0Wf6D7
61805,1337,UbCJTxA7ZI45PcyEvftu
27474,577,M43DblbZwTkpGaDhoZ66
76566,1534,oYmBHdOZMuTaBkum4ERB
8096,1286,IC44oRy1QhVIhgmdz5SJ
3737,321,Isqpsf3jccmjMuzI10vy
39515,1604,ELlvJsEAMwk5htMfzFX6
19125,1916,jBAFJpfTtPrM4JQPhaos
508,645,KIbpbqylLMJuXyCCkWGs
36561,520,O5nVRL1UHY8MX2Y7N2fI
90356,374,pFIsPLPhw3Pmj9bWl7kl
30734,744,ay8KZvKvvtr3gtHEjZKo
19756,1869,6YYHv5R525A3SraBvw6Z
97328,403,F5UXECJzb5NkJbudmbgW
75793,607,in1B2qgybnY51o75W8hL
99297,1233,euvShg56rrCXxIRtYEi6
25500,1897,XbtE894XAUR1x2VhhMpR
55266,1054,odSeJHcROUgqVNzQdZoe
45398,378,GStnORyxUltE544IfVcw
65241,1516,DAAtyvY9bHqwO8LbDs8Y
3291,244,BM3VUGdCNx053odlc4E8
11291,46,SKeWuuOu3j28yZniKG68
76234,662,3H2PKCO0XrxFqEXPm4cw
7985,971,xv353fg55vL4IBFyjdgK
68509,152,FDlovCWOkHoMSFzAaCTO
97664,924,Ny0qanKxERRpTNysLIyf
194,658,1sjCLIiGrIRsHkNC4ZrE
83767,819,0sIr9MtZ9zcVzFu0ZMeV
93835,1548,6wUfTzcqeKdFsRSUIod4
25247,1007,LgRwTpUOHvOH9dwcQgpG
42533,1426,zAh0VtfnhrAZHtuE4Iqo
48243,56,K3CIRBJi2X6yT9K49pDA
18890,658,WIOuHZw5gDzKRt0oNzZg
59261,1699,Na7qTJG6WVDJ4vOzTPhO
19737,1649,Y51dJyJqHnj257sbiFQx
31404,274,ktjRbSJRrYYwVx9eUBPO
57631,1483,wx2unIh7Fn2WO4puZdHv
51396,592,tEu1ZrXH0NtEGDBFGUSE
89330,1365,bwWCiLLEKk2FcRLJ4laJ
12844,1897,qN73VcZiD4JP34gm51pn
70066,53,NnUM2SUxUqx5V62BxFIj
55812,1808,7mReximAaNvDSHScQwN0
18358,681,e01tHcVNH79Rq3ioJvm1
95603,1632,Jy0pOnf3UOFLTGP0DdIk
92963,826,SIXgy61Gxt6h8YBmtHqY
86095,972,fZfV07O0NLfDmWzMgSpX
24057,1450,ft4AY82kd4pOQ1Su3Y3u
12014,895,41kkYUhaueBLXxn5dXyR
71619,1685,ACQGQ46nRlNrhncrxBLo
65171,1754,BPK3k27EzLVpeg43Jczg
7622,141,hgi6BXVCCI4JcdhVbIWB
4536,564,sk8dsPqVRrveOm9yLODi
18522,1487,zBKtLEFRAFoGuE7oKTjE
51335,142,yWT3KmKMCx7YxziZidkl
73671,181,JR2AfIRfZ5QkbRnU4dYh
13011,1810,FjOsIKWFExnBpvSVsBsC
32108,1727,MOUiPEKSYXEO7ZUi4bju
67760,1422,r5VehUz7DiyQBN82X3ea
24919,412,HPT0kalPZSSIf5g8krWN
80437,221,o22TxqDi8vqbPUVpotLh
50693,957,EdIXisnlLdofsjtONebQ
82421,640,YCCehsH6OXWFcGFJK0U9
19430,588,ZKTdKqIao5sVoB0JyRFF
45735,799,G5vK35RH4nh6ty6mBGVZ
65922,1952,NTPEwT41a9zvefanwzmD
63882,1565,lc2nr48r5lQ8OIHS4tBz
47189,1833,iUSqaEo035N6sEyzMj9O
94865,867,KGw4TQ5QGadLcFigL1Wk
18019,1314,2bp56OPbyMZ9ityHHj9D
37053,1452,dSMk5VlijcYDt93PWp1Z
31592,335,nHh3WKaIoy9Ss7E2qRip
71973,252,WOtXmUBmZz9DWDZcIQTf
63892,1751,CS5Ji51CDqu4Z58UwQx6
28945,576,uEhfXefrILQN6Gjmz0Xl
760,443,gVoADKzVieVmVSWqppVJ
212,1576,ICbUwKHzv5NaDgLDVPso
67310,77,s2qg4g8nw7ZflruiIcNI
91023,1194,w3B7Bt3HI8jxxiZE0XYE
39405,1514,XXjnRngP1dvZWOvHYzk5
60460,1990,zbMGbF97wEuTeVCl5V39
92333,415,bWENHnAc5dIN4lySo0Lx
5939,1985,NcLPr2oXJPVkuXmtozlM
17528,1550,I6ullOVsNHk4oyxtLTCf
17251,437,DuKbCbQWghh7B5buNKWl
11023,838,I2x7uPb8MriVN68YMTB1
42822,182,WkGuetaYeQrb9tvHgsbN
96577,937,q9prZuFiJUhSpOudZfhV
8499,848,A7xJuqXNWooYob62fwkW
17938,832,O4AdFpodeaKafLiD2uyR
14037,1265,UUmLyLoCDScWm5UpLhY9
57269,236,BTaK6SYeGg9nn0VJRjun
11119,1824,utMIiPFX1aZdCuoqSkHn
28495,241,o4egNjfvgYXrVJlheRXV
89463,1746,TmhIPdcbNowuDxGum1DB
65656,685,XQgdRjQRUMFJsiStKAog
71234,1723,dKGeZZxvihMaDCZeVlkb
64691,337,fSeC4UlH6bNGjjsf7rlL
18717,74,sdCexPMCtuKdojdfqKaM
65167,580,D9yGE9sJDpGaR24hifpL
91478,118,A0hSToNJdrWKP3xKTD0I
71758,629,PtcRiz5mmM49nwgDtRMq
43725,114,5gSjBrk8Wzt4Iv5oJN6E
32938,970,YLXEUVaoAjFJREQj0wRt
11409,1389,1DWlFbeAFhRQn3iS7Pwv
56147,1894,qU5hvvh6gaTChjqPqymk
52699,400,ThK4BUlddlEdG6SrdmDm
77251,442,oWXTwxRkStqJjEkSNkUT
32466,1070,86k54PYLT3LVrZqJ4qhP
85945,1239,PNvABemegKfKmXVjIgCk
45701,742,qQ7VXxjdtK7BdV7kWHNz
8213,312,usA4Rp06SsenA9mtKwMk
48146,1315,VvZW67Ve6S8HzLZibaYQ
82026,515,w5cY0hJfkGjeiQVdCiYU
89592,1842,BnwDzAcN7pe36dh05T8G
29164,1569,Ssit8NXsfSoxc1KnCPYI
94751,617,XH2YjLpn0nwiWLH13K6a
16496,148,7KHgWSZHQqPJnPxbDMeS
63159,1410,aKmyw8MKU5Y6lNQYMP4b
70281,1590,KTz8DU6NT2IhXadzlySl
71892,885,uFTpxtHqG8K9IuHZozfh
61239,1096,fOEv1gC8iPZRZp5jDwBz
24462,341,ZXqHcZqbt8CDz4BfILxn
41002,1043,edHjmsSvjJu90l8GcMTu
21897,583,n5kYZKCZ97fvpTBOFnub
61089,254,zTD0ZyYsdrVuHYd6bYx8
72760,790,gSqOrprvjUE0fv7ZaDqq
46590,320,7zRLXcfCJs7bY7pT47P2
69131,651,dUAAgxMkFNDASZkVi6aA
55969,730,E9YauQQ7frEUIqkyicuc
32896,1191,RZDGwqfVFcPA2SQRfSiG
7280,1845,a6xSfNKWF1EOT8tgAVeV
52915,1032,UXceYjGCGF1xZi4s5whU
25516,662,2qojljNar6aOTvwc3c2C
49264,96,Pe5NpMrwSMoAGxSJGYo5
67505,1267,KG8uaFCfg2Amyt5c9X8N
44022,819,yZ9aZ43YesJV3LQaBGkD
88320,961,mpIk4Hpc6q5eWS9pLCBI
39563,1985,XiltEb8aK4PYRbl3dhN6
30906,1195,fd7Kd9KDJo25RNSj8NMQ
